Do you have a mobile device with Internet connection?,Do you use the mobile device for your studies?,What type of mobile device do you own?,Gender,How often do you use the mobile device for your studies?,Do you use mobile learning for college studies or self-study?,"If you use mobile learning for college preparation, what is the main reason? (Select all that apply)",Where do you typically use your mobile device for your studies? (Select all that apply),What do you consider as negative features of mobile devices? (Select all that apply),I find mobile learning resources helpful for my studies.,I feel comfortable using mobile devices for educational purposes.,I believe mobile learning enhances my learning experience.,I prefer mobile learning over traditional classroom methods.,I encounter technical difficulties while using mobile learning platforms.,Applications,LMS courses,Other (please specify),Web pages
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.1507236798492917,-0.08043429486126398,0.10022000519067874,0.10253509961208956
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.055061863682657,0.9214068975204875,0.1706078804236147,0.26511849933027837
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2575294164196407,1.8800249512461364,-1.9691296509677991,0.6785870200709391
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6723446017717069,-0.4189572662903811,-1.0653230047854536,-0.7912142039662627
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.14174376771155117,1.017742844601381,1.4869891612559731,-0.18524806968339946
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4861689840252917,0.6017302181684975,0.37429979761145366,-0.12495782593514158
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8605169711943027,0.915323402316357,0.6914385031709313,-0.18320714659533083
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9050668763100752,-1.8905712980443599,-0.3072842942740017,0.28277547080723625
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2466064104897309,1.3458302058199705,0.8808132498651036,1.9912698695027082
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5568210371320392,-0.49608038388239944,0.3253457429230961,-0.5474717741708118
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.11317048140394861,-1.3718878595771666,-0.9712365323604355,0.4157976429337911
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.08207774147640495,1.010247464908727,-0.20620117826654144,-1.4019510326243436
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.2785906983583333,0.16285506375684244,-0.2655149002607345,0.41853158500026527
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.25903107732290065,1.9167580584210266,0.8243030841312932,-0.31166394183621343
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8780046641504191,0.5245037836779931,-1.93910969450002,0.4651339422463357
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12186857448856689,-1.9315436251639417,0.47644340060846607,-1.1386067873239119
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.599797485504516,-1.441796158085836,-1.9119019824857137,0.10083039672966614
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.1251042776103046,-1.6763901772261984,1.6487861916459412,-1.1412583988519152
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.2650924194315238,0.41238752861430034,-0.4802217911018438,-0.3003930442562853
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5269255266049978,0.40562374327744394,-0.35904394268981343,-0.05922765963969079
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5749152303947663,-0.9730364163157985,1.3712308897547083,0.2461143949995038
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5432745595067413,-1.93947594659295,1.3802752853480023,-0.16410543285995047
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5179042212091786,0.3293202394729419,-2.0627578510049833,-0.7368971186848329
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.529407821548949,1.212465286731561,-0.9195446177504161,0.066909378536529
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.19435685837634303,-1.6342604622850339,-2.2690286398735173,0.46018298239207595
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.24822167861323077,0.30216795034324395,0.12939452099042895,-1.2010557492060774
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.58759209534065,-0.7132658918298539,0.12753962229377871,-0.09592988938181955
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.953814311610436,1.3693068496553262,0.8564355646636966,-0.38184040409766395
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.2125494052855739,0.10080476222804206,-0.5318475206361482,0.654146166085664
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.3393066154819553,-0.6141246882662983,0.12368540710463256,-0.5652484518282459
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.5289974000565434,-1.4070274942166647,1.5138500535569956,-0.0631229090995506
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7589373697687516,-0.9935268138363272,0.31823985295202306,-0.8441001991974636
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4096021130344427,0.8871074220752795,1.4897314896282232,-0.8937067992517164
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.19937740863338602,1.59662721465806,0.5231080449939203,0.5611676043394164
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.3346279302786477,1.612183610867425,-1.0795613106459843,0.1056483402355706
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.20273465686799866,0.6105247384101605,0.6381388376846466,0.6484317851291725
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6575987696307243,-0.36676939886090626,1.7377358838870856,-0.6212367056541754
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.319141154410111,0.48524271832014215,1.0403339701017722,-0.6913980702836277
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.6392185427034999,0.6118536162936586,-0.3823475022631326,1.3265403299095437
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.19576436326893384,-0.11923731629938535,-0.43448918092032573,0.3261238763675158
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.08146650163966768,-0.33402751466408526,-1.8237921789654823,2.0296066084469633
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.1302634419005467,1.2086083300343513,0.1220919975106131,2.3278943878131595
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15453731933823345,1.4910876242197721,1.7677449625492523,0.015480939475329669
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.95190899302349,-1.1137634370201868,0.27528192378623784,-1.0967377316037255
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7357146146998865,-1.506692833220805,0.49645111168213524,-0.3459249671339506
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6651744516399801,-0.7708500317856105,-1.2861303182756794,-0.4338261974784209
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.106220590840106,-0.1504149864807684,-0.0854746815083605,-0.22390740606948747
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.007204196549662765,0.6011276645374932,-2.5542072931556596,0.167200238814615
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.7510060067994759,0.9662149899987437,0.05136588816618249,-0.7913573895988287
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.2393897076608498,-0.07933650997773803,1.9444267068186931,-1.5343439862253627
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6228033610413292,1.7537926283070355,0.7098451952177269,0.6836767749636087
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.27796954116181594,0.009130520083853143,0.22804658538982164,-0.217890226050428
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.7614284486203076,-1.022781964666442,-0.02282928279804733,2.241824257149307
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.3811457305688469,0.3559239691810144,-0.42865002271738806,0.22531344678461804
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.25456838116733405,-1.5874782317642533,0.4070680255833743,-0.29840717987827936
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6935499398294069,0.6737833494695363,1.2258190576008074,-1.5503901905979818
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.4427915981089053,0.031257266748087854,0.6300980282441424,-0.32612238415477357
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.3347439238990195,0.26891849180178484,0.024493125948590662,-1.1770593842241472
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.20743295386456378,1.5908240905941513,0.8129234583809389,-0.5060752554015016
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.8926225002571789,-1.1714528045346484,-0.9096304493010766,-0.21011769264093214
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.28504555994872044,-0.3088283425583529,1.480156833884681,1.6246962303619255
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.30632767212109796,0.004614894229070652,-1.202573161277242,-0.3079065507277078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.1483139484181393,0.7405740685498162,1.0915547225919882,1.6408291704603035
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.04716428781216739,0.16584372041000214,1.7253496311913108,-1.1799143265837684
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9943429053129168,0.10438486370212015,1.1098613247604154,-0.38867590774954625
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.189426897943596,0.47106690884532443,0.7020837974279821,-0.1963803152678874
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.990903752120646,-0.7659432514757404,0.40718739617292304,2.529405796363685
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6311123358707894,0.500608023652147,-1.4196799796115613,1.5593104670264204
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.124618283131416,-0.93019046155234,-1.222865740387228,0.19483807023489966
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.9158453123473858,-0.8922078246466603,-0.9876344750565291,0.6398203631363333
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.1673525629721244,0.29563473348297015,1.201207429187283,2.083660099068308
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.559621329396434,0.5472242725007804,-0.24237611954337132,0.045606807460004235
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.09492958474101726,-0.881303513188086,-0.8016860600052631,-1.259990305321832
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.9279535554314374,-0.88852032260628,0.5615015955105671,1.0888903453759495
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3391089637866897,-0.354261831843587,0.7614490478745326,1.9922653068269207
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040347721975406,1.9943559960775488,-1.3221495469117945,-0.8725145117251677
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03377961561537834,0.6582738787805125,-0.11989269569032349,0.684664826469465
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.202004407244371,0.15676920890585233,-1.8717497475154565,0.5275958557803737
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.9187702476088321,-0.7725863873633069,0.5558118641547535,0.6811201441530441
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.1784482942212777,0.03293728890178564,0.10893322703595128,1.5338389179021592
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.7510116922805218,-0.11979573266200941,0.14206726077805956,-0.17136636646501757
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.11148843038591223,0.301119496935938,-0.8725524065286012,1.8223752903988197
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7700695232426942,-0.310920343809115,1.0509159991291066,0.6819756364041083
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.434645485629858,0.9985593794896953,-1.503353194852532,0.5373443059233286
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0776597678299202,0.9119224352391287,-0.4099134819510944,0.07204682252080999
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.399491083745593,-0.34626926552154375,0.5910929322281915,-0.011183207775137503
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.15133320890758,1.254790858145675,-0.8898495741927775,0.6918261710554812
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.960424784285475,0.7044150335695673,-0.6448429893906586,-0.00030484162336582275
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672254970406855,0.042302565997212965,-1.4611483653367063,0.1756460609537734
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.11267659221537704,-0.5341985138823234,-0.8867066642340956,0.5358390123193855
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8175721375892103,-0.3156034973234949,-0.695947557970235,0.2811621111160413
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.3627132334711649,-0.5395467987027133,0.8639942015532296,1.3286681398164817
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.605612347168834,0.13439972630295122,-0.35709974430815544,0.9615828350842902
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.707866673102677,0.442273166857256,-1.5088055500413642,-1.189912262946494
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3591398547377545,-0.002701169909303827,-1.8726138157952426,0.7946828295588747
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.6135668543063156,-1.266699229358718,-0.6993244285873066,-1.1478338588317176
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3986412930125223,0.41704639241624325,-0.1579492462161131,-0.22807201979203565
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.9123303294285623,-0.24054409078661504,-0.2122730879816921,0.15119737256863527
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.07461448853853533,0.4009280747309724,1.6559965335954059,1.9607618727569003
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6665678699132382,1.1880361149665788,-1.1237363752746907,-1.9913378175812977
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.3267168514955288,-0.8667630158505476,0.11668996771753347,0.5400639228457648
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.558030781953861,0.19747535869678443,-1.7169269114086432,-1.08934498498196
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5392750497327697,1.1788996856053495,-0.5978961388873724,-0.4542095151176685
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5018716284544618,1.0288707682022376,-0.19880088882464217,0.9649712467935446
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.7563550861999193,0.6904178721138486,-0.9088627726565219,-0.7768072034789784
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.41073580352002276,-1.7792372158436685,-0.5688708403447753,0.9385728795700642
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9598560077856553,-0.19211448270019832,-0.46350922028096353,0.27634967422875006
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6695321714208231,0.8949876090540527,-0.3939590256592953,-0.4149252502514181
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6284836321735082,0.7527146935806138,0.518444112845914,-0.9641497391790814
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9614600401909686,0.5835474359050821,2.3940644461853284,-0.3621119664789214
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0436002253625851,0.10846523825771202,2.2618441361897066,-1.2919879975454496
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7373301588720612,-1.3303699783434235,-0.5470102512043425,0.29404737534264774
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.20184217763189,0.8100961997713718,0.7503872883998441,1.9521889055476767
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.14547160498889605,-0.3563883887949963,0.42183725051984217,-0.12740497123932873
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.4258434650133716,1.0335549761072609,-0.13125102750612191,1.1340602655706649
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.110557728828622,-1.697292160939906,0.335986837675246,-0.7320213337676406
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.8208387017307741,-0.05204522168867409,-0.18695854216949212,0.5707345812083836
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.38587563938012176,1.1975306725184813,0.766992908780162,0.24988596938535348
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.4854982748174346,-0.699171298111515,-1.0216815363504506,-0.15015567359930956
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.3203892463637894,-1.7704174243876958,0.3483236072049383,0.6445983603536827
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.013708469090068587,0.07215507581850533,-0.9985391376710621,2.164394948660395
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.21744087164655934,-1.4964727380664369,-1.1162091911894074,0.43900289936325293
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.33886365938766916,-0.8265645525160813,-0.4360402807797866,1.3442831321065463
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.2921224821928707,-0.3800052005657644,-0.9489953233480471,0.4243194504579639
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4308938858189093,-1.7204434071295411,0.12644601943294534,0.05158619771496301
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9186831840651317,-0.5290725444826133,-0.03706779335486474,0.28148787264713376
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14378348430425686,-1.9950408856525925,-1.3044192465458715,1.7548940516061682
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6185613549117926,-0.2920754340712606,-0.06683400570004132,1.0118863988760936
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2304180116974014,0.6681054175677014,0.56118972394888,-1.0271402376683687
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.824006092682928,-0.9477673729669372,-0.14042516072794015,-0.5108073947165224
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2947545294338718,0.9381991707969374,2.7607154350859595,1.421057034777035
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8829307952099582,1.7596943605470086,-1.0561622693118964,-1.8030696756943974
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.4955488034535822,-1.0511870906905731,-0.4319440278237799,0.05165525039075322
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5871254702599831,-0.5167822768506433,-0.7998545968930992,0.9003463684244127
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9849210454408501,1.9233305946367365,0.7111870577938636,1.8523726943091638
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0879381122496354,-0.6731245441298201,2.0294809062116483,0.10636251245028151
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.23638273283029565,-1.5491616629097447,0.7213293838317338,1.628914824721349
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.173004015686597,1.747746867198782,-0.08068246753166007,-0.4219711239064127
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.3566626355929014,0.2680922449935184,-1.4090414657415233,-0.8667240380854571
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4584605888358609,-0.39523252434902273,0.12845646998873744,-1.2402249909053973
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.5605347945555559,-0.2824138775452455,0.9698397073165016,1.2471419257417808
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5283555723760297,0.5147681322947139,0.3038004205344858,-0.2516231280451594
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.06134576335412093,0.7810317730873099,1.00166297778532,-0.36725448804931915
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32587740873175564,1.3281788868843094,-1.9189133981285578,-0.9049382147273519
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1908933028784154,1.31671148675986,0.7076680915089437,0.3533445671197741
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.1811214535033185,-0.03002247823168495,0.6488806536194731,1.3514368870583395
